Age,Favourite_healthy_food,Favourite_cheat_meal,Main_macronutrient_source,Flexibility_level,Dehydration,Compound_movements_workout,Workout_minutes_per_week,Outcome
47,Almond,Donut,Good fat,3663,no,no,364,Strength_restored
47,Almond,Ramen,Protein,295,yes,no,94,Strength_restored
47,Almond,Pizza,Protein,3696,no,no,758,Strength_restored
47,Beets,Donut,Carbs,324,no,no,462,Strength_restored
47,Almond,Donut,Bad fat,66,no,no,358,Strength_restored
47,Kale,Donut,Protein,182,yes,no,39,Strength_restored
47,Kale,Donut,Protein,8229,no,no,784,Strength_restored
47,Almond,Pizza,Protein,3696,no,no,250,Strength_restored
47,Almond,Donut,Protein,3676,no,no,415,Strength_restored
47,Almond,Donut,Good fat,3505,no,no,434,Strength_restored
47,Almond,Donut,Protein,368,no,no,403,Strength_restored
47,Kale,Pizza,Protein,736,no,no,212,Loss_of_strength
47,Kale,Donut,Protein,568,yes,no,256,Loss_of_strength
47,Beets,Donut,Carbs,0,no,no,308,Loss_of_strength
47,Beets,Pizza,Good fat,2500,no,no,240,Loss_of_strength
47,Kale,Donut,Protein,0,yes,no,234,Loss_of_strength
47,Kale,Ramen,Protein,-288,yes,no,107,Loss_of_strength
47,Almond,Donut,Protein,21,yes,no,229,Loss_of_strength
47,Kale,Donut,Carbs,-245,yes,yes,67,Loss_of_strength
47,Kale,Donut,Protein,0,yes,no,173,Loss_of_strength
47,Kale,Donut,Good fat,-813,yes,yes,179,Loss_of_strength
47,Beets,Donut,Bad fat,1880,no,no,64,Loss_of_strength
47,Salmon,Ramen,Protein,186,no,no,112,Loss_of_strength
47,Almond,Donut,Good fat,866,no,no,7,Loss_of_strength
47,Kale,Ramen,Protein,440,no,no,147,Loss_of_strength
47,Beets,Donut,Good fat,192,no,no,120,Loss_of_strength
47,Almond,Donut,Good fat,761,yes,no,80,Loss_of_strength
47,Kale,Ramen,Protein,1851,yes,no,140,Loss_of_strength
47,Salmon,Ramen,Protein,392,yes,yes,125,Loss_of_strength
47,Kale,Donut,Protein,-150,no,no,52,Loss_of_strength
47,Kale,Donut,Protein,1111,no,no,415,Loss_of_strength
47,Kale,Donut,Good fat,2290,no,no,54,Loss_of_strength
47,Kale,Donut,Protein,1536,yes,no,41,Loss_of_strength
47,Kale,Donut,Protein,3696,yes,no,635,Loss_of_strength
47,Kale,Donut,Carbs,2,yes,yes,661,Loss_of_strength
47,Almond,Pizza,Protein,3957,yes,no,58,Loss_of_strength
47,Beets,Ramen,Protein,0,no,yes,127,Loss_of_strength
47,Beets,Ramen,Protein,947,no,no,124,Loss_of_strength
47,Kale,Donut,Protein,644,no,no,54,Loss_of_strength
47,Almond,Donut,Protein,3434,yes,yes,337,Loss_of_strength
47,Almond,Donut,Protein,829,yes,yes,48,Loss_of_strength
47,Almond,Donut,Protein,1265,no,no,137,Loss_of_strength
47,Kale,Donut,Protein,1764,no,yes,119,Loss_of_strength
47,Beets,Pizza,Protein,4819,no,no,144,Loss_of_strength
47,Kale,Donut,Protein,278,yes,no,51,Loss_of_strength
47,Kale,Ramen,Carbs,1405,no,no,127,Loss_of_strength
47,Almond,Donut,Carbs,4151,yes,no,114,Loss_of_strength
47,Kale,Ramen,Good fat,8422,no,no,200,Loss_of_strength
47,Almond,Donut,Protein,298,yes,no,183,Loss_of_strength
47,Kale,Donut,Protein,2597,yes,no,323,Loss_of_strength
47,Beets,Donut,Good fat,0,no,no,28,Loss_of_strength
47,Kale,Donut,Carbs,475,yes,yes,99,Loss_of_strength
47,Kale,Ramen,Protein,84,no,no,49,Loss_of_strength
47,Beets,Donut,Bad fat,194,no,no,108,Loss_of_strength
47,Kale,Ramen,Protein,5735,no,no,282,Loss_of_strength
47,Kale,Ramen,Protein,1013,no,no,54,Loss_of_strength
47,Kale,Donut,Protein,303,no,no,261,Loss_of_strength
47,Kale,Donut,Carbs,193,yes,no,171,Loss_of_strength
47,Kale,Donut,Protein,2283,yes,no,170,Loss_of_strength
47,Almond,Donut,Protein,996,no,no,247,Loss_of_strength
47,Kale,Donut,Protein,665,no,no,885,Loss_of_strength
47,Kale,Donut,Protein,116,yes,no,376,Loss_of_strength
47,Kale,Donut,Carbs,0,yes,no,193,Loss_of_strength
47,Almond,Donut,Bad fat,989,no,no,116,Loss_of_strength
47,Kale,Donut,Protein,125,no,no,210,Loss_of_strength
47,Kale,Donut,Protein,1717,no,no,216,Loss_of_strength
47,Kale,Donut,Carbs,3038,yes,no,151,Loss_of_strength
47,Kale,Donut,Carbs,550,yes,no,113,Loss_of_strength
47,Kale,Pizza,Protein,3644,no,no,83,Loss_of_strength
47,Kale,Donut,Protein,0,no,no,74,Loss_of_strength
47,Kale,Ramen,Carbs,61,no,no,69,Loss_of_strength
47,Almond,Donut,Carbs,2793,yes,no,102,Loss_of_strength
47,Kale,Donut,Good fat,4568,no,no,100,Loss_of_strength
47,Kale,Ramen,Protein,1453,no,no,303,Loss_of_strength
47,Almond,Pizza,Protein,3531,yes,no,49,Loss_of_strength
47,Kale,Donut,Good fat,545,yes,no,588,Loss_of_strength
47,Almond,Ramen,Good fat,8226,yes,no,137,Loss_of_strength
47,Kale,Donut,Protein,1571,yes,no,261,Loss_of_strength
47,Almond,Pizza,Good fat,-230,no,no,293,Loss_of_strength
47,Kale,Donut,Protein,-337,yes,yes,366,Loss_of_strength
47,Kale,Donut,Protein,311,yes,yes,238,Loss_of_strength
47,Kale,Ramen,Protein,236,no,no,263,Loss_of_strength
47,Almond,Donut,Bad fat,4567,no,no,921,Loss_of_strength
47,Kale,Ramen,Bad fat,442,yes,no,85,Loss_of_strength
47,Almond,Donut,Protein,623,yes,no,102,Loss_of_strength
47,Kale,Donut,Protein,0,yes,no,250,Loss_of_strength
47,Beets,Donut,Protein,-71,yes,no,293,Loss_of_strength
47,Kale,Donut,Protein,4840,no,no,53,Loss_of_strength
47,Kale,Donut,Protein,-9,no,no,457,Loss_of_strength
47,Kale,Donut,Carbs,183,no,no,144,Loss_of_strength
47,Kale,Donut,Protein,4709,no,no,78,Loss_of_strength
47,Almond,Pizza,Good fat,0,no,no,137,Loss_of_strength
47,Kale,Donut,Protein,582,no,no,73,Loss_of_strength
47,Kale,Ramen,Protein,191,no,no,228,Loss_of_strength
47,Almond,Donut,Good fat,6637,yes,no,174,Loss_of_strength
47,Kale,Donut,Protein,19,yes,no,105,Loss_of_strength
47,Kale,Donut,Carbs,643,yes,no,18,Loss_of_strength
47,Beets,Donut,Carbs,2946,no,no,60,Loss_of_strength
47,Salmon,Donut,Bad fat,1481,yes,no,64,Loss_of_strength
47,Kale,Ramen,Protein,157,yes,no,163,Loss_of_strength
47,Beets,Donut,Protein,318,no,no,83,Loss_of_strength
47,Almond,Donut,Good fat,0,no,no,213,Loss_of_strength
47,Kale,Donut,Protein,-1531,yes,no,156,Loss_of_strength
47,Kale,Donut,Protein,2246,yes,no,330,Loss_of_strength
47,Beets,Donut,Protein,0,no,no,81,Loss_of_strength
47,Kale,Donut,Carbs,4157,no,no,90,Loss_of_strength
47,Almond,Donut,Good fat,274,no,yes,313,Loss_of_strength
47,Kale,Donut,Protein,2775,no,no,262,Loss_of_strength
47,Almond,Donut,Protein,29,no,yes,150,Loss_of_strength
47,Kale,Pizza,Bad fat,2443,no,no,422,Loss_of_strength
47,Kale,Donut,Carbs,304,yes,no,185,Loss_of_strength
47,Kale,Donut,Carbs,209,no,no,77,Loss_of_strength
47,Almond,Donut,Good fat,1057,no,no,488,Loss_of_strength
47,Kale,Ramen,Good fat,694,yes,no,1001,Loss_of_strength
47,Kale,Ramen,Protein,2836,no,yes,10,Loss_of_strength
47,Kale,Donut,Protein,321,yes,yes,111,Loss_of_strength
47,Almond,Donut,Protein,1387,yes,no,158,Loss_of_strength
47,Kale,Donut,Carbs,113,yes,no,276,Loss_of_strength
47,Almond,Donut,Good fat,2475,yes,no,1476,Loss_of_strength
47,Salmon,Donut,Protein,0,no,no,563,Loss_of_strength
47,Kale,Donut,Carbs,673,yes,yes,118,Loss_of_strength
47,Beets,Donut,Carbs,574,yes,no,137,Loss_of_strength
47,Almond,Donut,Good fat,12276,no,no,77,Loss_of_strength
47,Kale,Donut,Protein,2070,yes,yes,136,Loss_of_strength
47,Kale,Pizza,Bad fat,107,no,no,119,Loss_of_strength
47,Almond,Donut,Protein,1358,yes,no,80,Loss_of_strength
47,Salmon,Donut,Good fat,0,no,no,103,Loss_of_strength
47,Almond,Ramen,Good fat,107,no,no,246,Loss_of_strength
47,Kale,Donut,Protein,581,yes,no,79,Loss_of_strength
47,Kale,Donut,Good fat,2155,no,no,178,Loss_of_strength
47,Almond,Donut,Carbs,145,no,yes,163,Loss_of_strength
47,Kale,Donut,Protein,-614,yes,no,118,Loss_of_strength
47,Kale,Donut,Protein,668,yes,no,230,Loss_of_strength
47,Almond,Donut,Protein,829,yes,yes,339,Loss_of_strength
47,Kale,Donut,Carbs,4040,no,no,53,Loss_of_strength
47,Salmon,Donut,Protein,318,no,no,299,Loss_of_strength
47,Kale,Donut,Protein,1388,yes,no,119,Loss_of_strength
47,Almond,Donut,Good fat,60,no,no,282,Loss_of_strength
47,Almond,Pizza,Good fat,0,no,no,136,Loss_of_strength
47,Almond,Ramen,Good fat,4556,yes,no,146,Loss_of_strength
47,Almond,Donut,Good fat,0,no,no,265,Loss_of_strength
47,Kale,Donut,Protein,3630,yes,no,133,Loss_of_strength
47,Kale,Donut,Carbs,292,no,yes,210,Loss_of_strength
47,Almond,Pizza,Carbs,683,no,no,101,Loss_of_strength
47,Kale,Donut,Protein,2128,yes,no,98,Loss_of_strength
47,Kale,Donut,Protein,3237,yes,no,198,Loss_of_strength
47,Almond,Donut,Bad fat,1128,no,no,65,Loss_of_strength
47,Almond,Pizza,Protein,594,yes,no,161,Loss_of_strength
47,Almond,Donut,Protein,1144,no,yes,324,Loss_of_strength
47,Kale,Donut,Protein,2548,yes,no,577,Loss_of_strength
47,Kale,Donut,Carbs,328,yes,no,58,Loss_of_strength
47,Kale,Donut,Bad fat,4822,yes,no,154,Loss_of_strength
47,Kale,Donut,Carbs,-58,yes,no,92,Loss_of_strength
48,Almond,Donut,Good fat,1949,yes,no,683,Strength_restored
48,Kale,Ramen,Carbs,24,yes,no,832,Strength_restored
48,Kale,Donut,Protein,1405,yes,no,629,Strength_restored
48,Kale,Donut,Protein,1596,yes,no,760,Strength_restored
48,Kale,Ramen,Carbs,183,no,no,940,Strength_restored
48,Kale,Donut,Protein,1000,yes,no,1268,Strength_restored
48,Almond,Ramen,Good fat,503,no,yes,1243,Strength_restored
48,Beets,Pizza,Good fat,3229,no,no,1089,Strength_restored
48,Almond,Donut,Protein,268,yes,no,458,Strength_restored
48,Kale,Donut,Protein,513,no,yes,939,Strength_restored
48,Almond,Ramen,Good fat,2263,no,no,874,Strength_restored
48,Salmon,Donut,Good fat,-392,no,no,725,Strength_restored
48,Kale,Donut,Carbs,476,no,no,856,Strength_restored
48,Kale,Donut,Carbs,719,no,yes,418,Strength_restored
48,Almond,Ramen,Protein,362,no,no,529,Strength_restored
48,Almond,Pizza,Good fat,830,no,no,961,Strength_restored
48,Almond,Donut,Good fat,1,no,no,248,Strength_restored
48,Almond,Donut,Good fat,2266,no,no,676,Strength_restored
48,Kale,Donut,Carbs,7195,no,no,609,Strength_restored
48,Kale,Pizza,Carbs,623,yes,no,1425,Strength_restored
48,Kale,Pizza,Protein,-92,yes,no,1393,Strength_restored
48,Salmon,Pizza,Good fat,318,yes,no,1017,Strength_restored
48,Almond,Pizza,Good fat,5689,no,no,262,Strength_restored
48,Almond,Donut,Good fat,1808,yes,no,245,Strength_restored
48,Almond,Ramen,Protein,4099,no,no,397,Strength_restored
48,Almond,Donut,Protein,4415,yes,no,1032,Strength_restored
48,Kale,Donut,Protein,292,no,no,271,Strength_restored
48,Kale,Ramen,Protein,-361,yes,no,1062,Strength_restored
48,Almond,Ramen,Protein,83,yes,no,1101,Strength_restored
48,Kale,Ramen,Protein,-276,yes,yes,674,Strength_restored
48,Kale,Donut,Carbs,214,yes,yes,307,Strength_restored
48,Kale,Donut,Protein,480,yes,no,830,Strength_restored
48,Almond,Ramen,Good fat,17964,yes,no,208,Strength_restored
48,Almond,Donut,Good fat,1167,yes,yes,264,Strength_restored
48,Almond,Donut,Good fat,3842,no,no,215,Strength_restored
48,Almond,Donut,Good fat,1147,no,no,389,Strength_restored
48,Beets,Ramen,Protein,201,no,no,140,Strength_restored
48,Kale,Donut,Good fat,5473,no,no,232,Strength_restored
48,Almond,Ramen,Good fat,17964,yes,no,120,Strength_restored
48,Kale,Donut,Protein,568,yes,no,378,Strength_restored
48,Almond,Donut,Good fat,1093,yes,yes,1226,Strength_restored
48,Almond,Donut,Protein,0,yes,yes,1233,Strength_restored
48,Kale,Donut,Protein,1230,yes,no,169,Strength_restored
48,Almond,Donut,Good fat,1147,no,no,155,Strength_restored
48,Beets,Donut,Protein,817,no,no,517,Strength_restored
48,Almond,Ramen,Protein,1180,no,no,142,Strength_restored
48,Almond,Donut,Good fat,157,no,no,417,Strength_restored
48,Kale,Donut,Protein,1730,yes,no,489,Strength_restored
48,Beets,Ramen,Protein,201,no,no,406,Strength_restored
48,Beets,Donut,Protein,926,no,no,382,Strength_restored
48,Kale,Donut,Good fat,5473,no,no,127,Strength_restored
48,Kale,Donut,Protein,1730,yes,no,361,Strength_restored
48,Kale,Donut,Protein,1230,yes,no,328,Strength_restored
48,Kale,Donut,Protein,0,no,no,270,Strength_restored
48,Almond,Pizza,Good fat,86,no,no,281,Strength_restored
48,Almond,Pizza,Protein,1544,yes,no,263,Strength_restored
48,Almond,Pizza,Good fat,159,no,no,229,Strength_restored
48,Beets,Donut,Protein,817,no,no,806,Strength_restored
48,Kale,Pizza,Carbs,46,no,no,113,Strength_restored
48,Almond,Donut,Protein,156,no,no,291,Strength_restored
48,Kale,Pizza,Carbs,46,no,no,118,Strength_restored
48,Beets,Donut,Protein,926,no,no,504,Strength_restored
48,Beets,Pizza,Bad fat,1819,no,no,1440,Strength_restored
48,Almond,Donut,Good fat,0,yes,no,194,Strength_restored
48,Kale,Donut,Carbs,235,no,no,386,Strength_restored
48,Kale,Ramen,Bad fat,973,no,no,319,Strength_restored
48,Almond,Donut,Protein,368,no,no,363,Strength_restored
48,Almond,Donut,Protein,50,no,yes,419,Strength_restored
48,Kale,Donut,Protein,863,yes,no,412,Strength_restored
48,Almond,Donut,Protein,2892,no,no,407,Strength_restored
48,Almond,Donut,Good fat,0,no,yes,204,Strength_restored
48,Salmon,Pizza,Protein,315,no,no,271,Strength_restored
48,Almond,Donut,Protein,660,no,no,318,Strength_restored
48,Almond,Pizza,Good fat,334,yes,no,600,Strength_restored
48,Almond,Donut,Good fat,2351,no,no,150,Strength_restored
48,Kale,Pizza,Carbs,8990,no,no,1790,Strength_restored
48,Beets,Donut,Good fat,0,no,no,1249,Strength_restored
48,Kale,Donut,Protein,0,no,no,682,Strength_restored
48,Almond,Donut,Good fat,5320,yes,no,792,Strength_restored
48,Almond,Donut,Carbs,3644,yes,yes,1039,Strength_restored
48,Beets,Ramen,Protein,201,no,no,594,Strength_restored
48,Salmon,Donut,Protein,0,no,yes,431,Strength_restored
48,Kale,Donut,Protein,238,yes,yes,118,Loss_of_strength
48,Almond,Ramen,Good fat,700,yes,no,488,Loss_of_strength
48,Kale,Donut,Protein,606,yes,no,231,Loss_of_strength
48,Almond,Ramen,Protein,-407,yes,no,210,Loss_of_strength
48,Almond,Ramen,Protein,769,no,yes,58,Loss_of_strength
48,Almond,Pizza,Protein,1106,no,yes,265,Loss_of_strength
48,Almond,Ramen,Good fat,313,no,no,208,Loss_of_strength
48,Kale,Donut,Protein,1526,no,no,273,Loss_of_strength
48,Almond,Ramen,Protein,17,yes,no,195,Loss_of_strength
48,Almond,Ramen,Bad fat,549,yes,no,427,Loss_of_strength
48,Beets,Pizza,Bad fat,0,no,no,453,Loss_of_strength
48,Kale,Donut,Protein,3570,no,no,58,Loss_of_strength
48,Almond,Donut,Protein,1131,no,yes,49,Loss_of_strength
48,Almond,Donut,Good fat,20718,yes,no,125,Loss_of_strength
48,Almond,Donut,Good fat,1600,no,no,448,Loss_of_strength
48,Almond,Donut,Good fat,1741,yes,yes,40,Loss_of_strength
48,Salmon,Ramen,Good fat,0,yes,yes,139,Loss_of_strength
48,Almond,Ramen,Good fat,174,no,no,290,Loss_of_strength
48,Kale,Ramen,Protein,501,yes,no,12,Loss_of_strength
48,Kale,Pizza,Good fat,0,no,no,73,Loss_of_strength
48,Almond,Ramen,Good fat,1401,yes,no,72,Loss_of_strength
48,Almond,Pizza,Protein,479,yes,yes,533,Loss_of_strength
48,Kale,Donut,Protein,48,yes,yes,144,Loss_of_strength
48,Beets,Donut,Protein,1559,no,no,520,Loss_of_strength
48,Almond,Donut,Carbs,427,no,no,62,Loss_of_strength
48,Kale,Pizza,Carbs,-139,no,no,75,Loss_of_strength
48,Kale,Donut,Protein,2850,yes,no,107,Loss_of_strength
48,Kale,Donut,Carbs,-254,no,yes,134,Loss_of_strength
48,Almond,Donut,Good fat,263,yes,no,350,Loss_of_strength
48,Almond,Donut,Carbs,606,no,no,77,Loss_of_strength
48,Salmon,Donut,Protein,104,yes,yes,55,Loss_of_strength
48,Kale,Ramen,Good fat,83,no,yes,243,Loss_of_strength
48,Almond,Donut,Protein,112,no,no,139,Loss_of_strength
48,Kale,Donut,Protein,3776,no,no,254,Loss_of_strength
48,Kale,Donut,Bad fat,113,no,no,104,Loss_of_strength
48,Almond,Pizza,Good fat,0,no,no,96,Loss_of_strength
48,Kale,Donut,Protein,127,no,no,117,Loss_of_strength
48,Beets,Donut,Carbs,608,no,no,362,Loss_of_strength
48,Almond,Donut,Good fat,494,no,no,81,Loss_of_strength
48,Kale,Donut,Carbs,51,no,yes,76,Loss_of_strength
48,Kale,Donut,Carbs,430,no,no,340,Loss_of_strength
48,Kale,Donut,Carbs,483,no,no,119,Loss_of_strength
48,Almond,Donut,Bad fat,0,yes,no,612,Loss_of_strength
48,Kale,Donut,Carbs,1670,no,no,145,Loss_of_strength
48,Almond,Ramen,Good fat,-244,yes,no,253,Loss_of_strength
48,Kale,Donut,Protein,2597,yes,no,182,Loss_of_strength
48,Kale,Donut,Carbs,-50,yes,no,212,Loss_of_strength
48,Kale,Donut,Carbs,816,yes,no,114,Loss_of_strength
48,Kale,Donut,Bad fat,67,yes,no,328,Loss_of_strength
48,Almond,Donut,Good fat,0,no,yes,18,Loss_of_strength
48,Almond,Donut,Protein,476,no,no,489,Loss_of_strength
48,Kale,Donut,Protein,862,no,no,160,Loss_of_strength
48,Kale,Donut,Carbs,492,no,yes,139,Loss_of_strength
48,Beets,Donut,Protein,855,yes,no,241,Loss_of_strength
48,Almond,Donut,Protein,-30,yes,no,133,Loss_of_strength
48,Kale,Donut,Protein,23495,no,no,63,Loss_of_strength
48,Kale,Donut,Carbs,363,yes,no,257,Loss_of_strength
48,Kale,Ramen,Protein,-154,no,no,342,Loss_of_strength
48,Almond,Donut,Good fat,1167,yes,yes,122,Loss_of_strength
48,Beets,Donut,Protein,1559,no,no,130,Loss_of_strength
48,Kale,Donut,Protein,10655,no,no,5,Loss_of_strength
48,Kale,Pizza,Protein,8982,yes,no,628,Loss_of_strength
48,Almond,Donut,Protein,0,yes,no,90,Loss_of_strength
48,Kale,Donut,Carbs,5366,yes,no,248,Loss_of_strength
48,Kale,Donut,Carbs,343,no,no,136,Loss_of_strength
48,Kale,Donut,Protein,1000,no,no,104,Loss_of_strength
48,Kale,Ramen,Carbs,0,no,no,248,Loss_of_strength
48,Kale,Donut,Carbs,237,yes,no,18,Loss_of_strength
48,Kale,Donut,Protein,558,yes,no,708,Loss_of_strength
48,Kale,Donut,Carbs,1203,no,no,61,Loss_of_strength
48,Beets,Donut,Good fat,4,no,yes,70,Loss_of_strength
48,Kale,Donut,Protein,7408,no,yes,101,Loss_of_strength
48,Almond,Donut,Carbs,1513,no,no,166,Loss_of_strength
48,Kale,Donut,Carbs,559,yes,no,1231,Loss_of_strength
48,Kale,Pizza,Protein,1042,no,no,129,Loss_of_strength
48,Kale,Donut,Carbs,134,yes,no,315,Loss_of_strength
48,Kale,Donut,Protein,178,yes,no,320,Loss_of_strength
48,Beets,Donut,Bad fat,3,no,no,104,Loss_of_strength
48,Beets,Donut,Good fat,7,yes,no,286,Loss_of_strength
48,Kale,Ramen,Protein,62,yes,no,561,Loss_of_strength
48,Kale,Donut,Carbs,5154,yes,no,70,Loss_of_strength
48,Kale,Donut,Protein,1513,no,yes,1171,Loss_of_strength
48,Kale,Donut,Protein,335,no,no,214,Loss_of_strength
48,Almond,Ramen,Good fat,657,no,yes,251,Loss_of_strength
48,Beets,Donut,Bad fat,558,no,no,433,Loss_of_strength
48,Kale,Ramen,Carbs,2805,no,yes,212,Loss_of_strength
48,Salmon,Donut,Protein,183,yes,no,203,Loss_of_strength
48,Kale,Donut,Protein,1573,no,no,165,Loss_of_strength
48,Kale,Donut,Protein,750,no,no,85,Loss_of_strength
48,Kale,Ramen,Good fat,113,no,yes,38,Loss_of_strength
48,Kale,Donut,Carbs,3304,no,no,409,Loss_of_strength
48,Kale,Donut,Protein,759,yes,no,84,Loss_of_strength
48,Kale,Donut,Protein,-938,yes,no,134,Loss_of_strength
48,Kale,Pizza,Protein,71,no,no,97,Loss_of_strength
48,Almond,Donut,Good fat,7867,yes,yes,306,Loss_of_strength
48,Almond,Donut,Good fat,291,yes,no,350,Loss_of_strength
48,Kale,Ramen,Protein,-314,yes,no,7,Loss_of_strength
48,Almond,Donut,Good fat,2498,no,no,98,Loss_of_strength
48,Kale,Donut,Protein,-205,yes,yes,112,Loss_of_strength
48,Almond,Donut,Protein,1060,yes,no,87,Loss_of_strength
48,Beets,Donut,Good fat,16,yes,yes,214,Loss_of_strength
48,Almond,Donut,Good fat,308,yes,no,125,Loss_of_strength
48,Kale,Donut,Carbs,788,no,no,36,Loss_of_strength
48,Kale,Ramen,Carbs,-110,no,yes,164,Loss_of_strength
48,Almond,Ramen,Good fat,148,no,no,152,Loss_of_strength
48,Kale,Donut,Carbs,456,yes,yes,289,Loss_of_strength
48,Beets,Donut,Protein,91,no,no,136,Loss_of_strength
48,Kale,Donut,Carbs,783,no,yes,90,Loss_of_strength
48,Almond,Donut,Bad fat,3756,no,no,65,Loss_of_strength
48,Kale,Pizza,Protein,479,no,no,148,Loss_of_strength
48,Almond,Donut,Protein,0,yes,no,109,Loss_of_strength
48,Almond,Donut,Protein,292,yes,yes,164,Loss_of_strength
48,Kale,Donut,Protein,741,yes,no,227,Loss_of_strength
48,Kale,Pizza,Carbs,316,no,no,560,Loss_of_strength
48,Almond,Donut,Good fat,3842,no,no,168,Loss_of_strength
48,Kale,Donut,Protein,256,yes,no,150,Loss_of_strength
48,Kale,Donut,Carbs,214,yes,yes,246,Loss_of_strength
48,Kale,Donut,Carbs,2227,no,no,98,Loss_of_strength
48,Almond,Donut,Good fat,190,no,no,14,Loss_of_strength
48,Almond,Donut,Carbs,1744,no,no,181,Loss_of_strength
48,Kale,Ramen,Good fat,2328,no,no,129,Loss_of_strength
48,Kale,Donut,Carbs,595,no,no,464,Loss_of_strength
48,Salmon,Donut,Protein,4037,no,no,23,Loss_of_strength
48,Kale,Ramen,Carbs,2677,no,no,23,Loss_of_strength
48,Almond,Donut,Protein,191,yes,no,238,Loss_of_strength
48,Almond,Pizza,Good fat,399,no,yes,126,Loss_of_strength
48,Kale,Donut,Carbs,418,yes,no,102,Loss_of_strength
48,Almond,Donut,Bad fat,0,yes,no,85,Loss_of_strength
48,Kale,Donut,Carbs,1080,yes,no,197,Loss_of_strength
48,Kale,Donut,Protein,197,no,yes,47,Loss_of_strength
48,Kale,Donut,Protein,1355,no,no,409,Loss_of_strength
48,Almond,Donut,Protein,2235,yes,yes,755,Loss_of_strength
49,Kale,Donut,Protein,-8,yes,no,1119,Strength_restored
49,Almond,Ramen,Protein,168,yes,yes,513,Strength_restored
49,Beets,Donut,Carbs,341,yes,yes,520,Strength_restored
49,Almond,Ramen,Protein,-46,yes,no,1055,Strength_restored
49,Almond,Donut,Good fat,64,no,no,586,Strength_restored
49,Kale,Donut,Carbs,361,yes,no,513,Strength_restored
49,Kale,Donut,Protein,0,no,yes,625,Strength_restored
49,Kale,Donut,Carbs,3,no,yes,1439,Strength_restored
49,Kale,Donut,Protein,3728,yes,no,1060,Strength_restored
49,Kale,Ramen,Protein,305,no,no,367,Strength_restored
49,Kale,Pizza,Carbs,566,yes,no,979,Strength_restored
49,Salmon,Ramen,Bad fat,-701,yes,no,988,Strength_restored
49,Almond,Ramen,Good fat,755,no,no,1212,Strength_restored
49,Kale,Donut,Protein,388,no,no,1032,Strength_restored
49,Kale,Pizza,Protein,1377,no,no,935,Strength_restored
49,Kale,Donut,Good fat,3726,no,no,875,Strength_restored
49,Kale,Donut,Protein,823,no,no,780,Strength_restored
49,Kale,Donut,Carbs,128,no,no,696,Strength_restored
49,Kale,Donut,Protein,553,no,no,645,Strength_restored
49,Kale,Donut,Carbs,408,no,no,559,Strength_restored
49,Kale,Donut,Protein,1314,no,no,834,Strength_restored
49,Kale,Donut,Protein,412,no,no,1293,Strength_restored
49,Almond,Donut,Protein,10250,yes,no,97,Strength_restored
49,Almond,Donut,Protein,249,no,no,234,Strength_restored
49,Kale,Pizza,Protein,-188,yes,yes,454,Strength_restored
49,Almond,Donut,Good fat,1050,yes,no,924,Strength_restored
49,Almond,Donut,Good fat,22520,no,no,579,Strength_restored
49,Kale,Donut,Protein,808,yes,no,1232,Strength_restored
49,Beets,Donut,Carbs,518,no,no,1917,Strength_restored
49,Kale,Ramen,Protein,10613,no,yes,1226,Strength_restored
49,Kale,Donut,Protein,320,no,no,1971,Strength_restored
49,Almond,Donut,Good fat,2881,no,no,120,Strength_restored
49,Kale,Donut,Protein,2416,yes,no,1366,Strength_restored
49,Salmon,Pizza,Protein,5802,no,no,618,Strength_restored
49,Almond,Donut,Good fat,1,no,no,1076,Strength_restored
49,Almond,Donut,Protein,99,yes,no,687,Strength_restored
49,Kale,Pizza,Carbs,2146,yes,no,1516,Strength_restored
49,Kale,Donut,Protein,-454,yes,no,558,Strength_restored
49,Almond,Donut,Good fat,85,yes,no,590,Strength_restored
49,Almond,Donut,Good fat,1808,yes,no,205,Strength_restored
49,Almond,Donut,Protein,0,no,no,1460,Strength_restored
49,Kale,Donut,Protein,1684,no,yes,412,Strength_restored
49,Kale,Donut,Good fat,523,yes,no,712,Strength_restored
49,Kale,Donut,Protein,7019,yes,no,263,Strength_restored
49,Almond,Donut,Good fat,5887,no,no,181,Strength_restored
49,Kale,Donut,Protein,905,no,no,1543,Strength_restored
49,Almond,Donut,Good fat,6574,no,no,138,Strength_restored
49,Almond,Donut,Good fat,561,no,no,173,Strength_restored
49,Almond,Pizza,Good fat,7443,no,no,293,Strength_restored
49,Kale,Donut,Carbs,889,no,no,388,Strength_restored
49,Almond,Pizza,Good fat,151,yes,no,97,Strength_restored
49,Almond,Ramen,Good fat,914,no,no,185,Strength_restored
49,Almond,Ramen,Protein,1718,no,yes,211,Strength_restored
49,Kale,Donut,Good fat,1235,no,no,354,Strength_restored
49,Almond,Donut,Good fat,1,no,no,640,Strength_restored
49,Kale,Pizza,Protein,9131,yes,no,532,Strength_restored
49,Almond,Pizza,Good fat,5689,no,no,470,Strength_restored
49,Kale,Ramen,Good fat,596,yes,no,722,Strength_restored
49,Almond,Donut,Carbs,3371,no,no,269,Strength_restored
49,Almond,Donut,Good fat,5887,no,no,439,Strength_restored
49,Kale,Donut,Protein,307,no,no,854,Strength_restored
49,Almond,Donut,Good fat,395,no,no,336,Strength_restored
49,Kale,Donut,Carbs,1830,yes,no,136,Strength_restored
49,Almond,Donut,Protein,197,yes,no,223,Strength_restored
